Tenure_Months,Monthly_Charges,Contract_Type,Internet_Service,Tech_Support,Payment_Method,Support_Calls,Churn
30.0,128.82,Two Year,DSL,Yes,Electronic Check,1,No
52.0,15.0,Two Year,Fiber Optic,No,Mailed Check,2,No
17.0,42.35,Month-to-Month,Fiber Optic,No,Credit Card,2,Yes
21.0,121.9,One Year,Fiber Optic,No,Mailed Check,2,Yes
4.0,63.66,Two Year,DSL,Yes,Bank Transfer,1,Yes
6.0,43.82,Month-to-Month,DSL,No,Credit Card,2,Yes
6.0,100.06,One Year,Fiber Optic,Yes,Electronic Check,0,Yes
14.0,66.66,Month-to-Month,No,Yes,Electronic Check,0,No
63.0,54.55,Month-to-Month,Fiber Optic,No,Credit Card,2,Yes
18.0,70.77,Month-to-Month,DSL,Yes,Credit Card,3,Yes
5.0,45.26,One Year,Fiber Optic,Yes,Electronic Check,1,No
7.0,34.48,One Year,DSL,Yes,Electronic Check,1,Yes
12.0,61.59,Month-to-Month,DSL,No,Mailed Check,2,Yes
23.0,34.67,One Year,DSL,No,Credit Card,0,No
14.0,65.32,Two Year,Fiber Optic,Yes,Mailed Check,1,Yes
12.0,75.63,Two Year,No,Yes,Credit Card,1,No
20.0,90.59,Month-to-Month,Fiber Optic,No,Credit Card,3,Yes
7.0,98.84,Month-to-Month,DSL,No,Credit Card,2,Yes
2.0,52.83,One Year,DSL,No,Bank Transfer,4,Yes
1.0,79.98,Month-to-Month,DSL,No,Mailed Check,2,Yes
7.0,79.78,Month-to-Month,No,No,Electronic Check,1,No
2.0,74.83,Month-to-Month,Fiber Optic,No,Bank Transfer,3,Yes
10.0,50.62,Two Year,DSL,No,Mailed Check,2,No
36.0,34.16,One Year,Fiber Optic,No,Mailed Check,2,No
30.0,80.06,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
23.0,15.0,Month-to-Month,No,No,Mailed Check,2,No
46.0,56.96,One Year,No,No,Credit Card,1,No
8.0,15.0,Month-to-Month,DSL,No,Mailed Check,2,Yes
52.0,24.91,Month-to-Month,Fiber Optic,No,Electronic Check,0,Yes
12.0,38.69,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,No
12.0,97.9,Month-to-Month,DSL,No,Credit Card,0,Yes
12.0,85.64,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
2.0,48.38,One Year,Fiber Optic,Yes,Electronic Check,3,Yes
72.0,86.88,One Year,DSL,No,Mailed Check,1,No
4.0,91.63,Month-to-Month,Fiber Optic,No,Credit Card,4,Yes
10.0,60.18,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,Yes
9.0,23.47,Month-to-Month,DSL,No,Electronic Check,1,Yes
2.0,58.76,One Year,DSL,No,Electronic Check,2,Yes
4.0,62.06,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
1.0,28.03,Month-to-Month,DSL,Yes,Mailed Check,3,Yes
8.0,76.01,One Year,No,Yes,Electronic Check,2,Yes
48.0,73.39,One Year,DSL,Yes,Bank Transfer,1,Yes
10.0,78.35,Month-to-Month,DSL,Yes,Electronic Check,2,Yes
3.0,73.37,Month-to-Month,DSL,Yes,Bank Transfer,1,Yes
25.0,86.9,Two Year,Fiber Optic,No,Mailed Check,2,Yes
72.0,59.62,Two Year,Fiber Optic,No,Mailed Check,1,No
6.0,71.05,Month-to-Month,Fiber Optic,No,Electronic Check,3,Yes
8.0,53.07,Two Year,DSL,Yes,Bank Transfer,2,No
72.0,47.47,One Year,No,No,Mailed Check,2,No
5.0,105.15,Two Year,DSL,Yes,Mailed Check,0,No
17.0,15.0,Month-to-Month,DSL,No,Bank Transfer,0,No
7.0,91.3,One Year,DSL,No,Bank Transfer,1,Yes
65.0,46.38,One Year,DSL,No,Electronic Check,1,No
72.0,42.5,Month-to-Month,Fiber Optic,Yes,Electronic Check,1,Yes
40.0,72.85,One Year,DSL,No,Electronic Check,3,Yes
9.0,20.31,Month-to-Month,DSL,No,Bank Transfer,1,Yes
12.0,40.52,Month-to-Month,No,No,Bank Transfer,0,Yes
7.0,39.53,Month-to-Month,DSL,No,Credit Card,0,Yes
53.0,58.36,Two Year,Fiber Optic,No,Bank Transfer,0,Yes
59.0,40.88,Month-to-Month,Fiber Optic,Yes,Credit Card,1,Yes
13.0,113.03,One Year,DSL,No,Mailed Check,0,Yes
26.0,118.91,One Year,Fiber Optic,Yes,Electronic Check,3,Yes
4.0,15.0,Month-to-Month,Fiber Optic,Yes,Credit Card,5,Yes
14.0,81.33,Month-to-Month,DSL,Yes,Electronic Check,0,No
24.0,90.76,One Year,No,No,Mailed Check,0,No
12.0,81.29,Two Year,Fiber Optic,Yes,Electronic Check,1,Yes
11.0,45.26,Month-to-Month,No,No,Credit Card,0,Yes
0.0,57.68,Month-to-Month,No,No,Mailed Check,1,No
39.0,42.55,Month-to-Month,DSL,No,Electronic Check,2,Yes
53.0,52.39,Month-to-Month,DSL,No,Bank Transfer,0,Yes
72.0,28.7,Month-to-Month,DSL,No,Electronic Check,3,No
30.0,61.56,Month-to-Month,No,Yes,Credit Card,1,No
19.0,19.92,Month-to-Month,No,Yes,Mailed Check,2,Yes
8.0,59.0,Month-to-Month,Fiber Optic,No,Bank Transfer,2,Yes
72.0,27.54,One Year,DSL,No,Electronic Check,3,No
21.0,71.2,Two Year,DSL,Yes,Credit Card,3,Yes
27.0,44.62,Month-to-Month,No,No,Credit Card,2,Yes
28.0,73.72,One Year,No,No,Credit Card,0,No
45.0,97.45,Month-to-Month,DSL,No,Credit Card,2,Yes
0.0,112.68,Two Year,DSL,No,Electronic Check,2,Yes
6.0,15.0,One Year,DSL,No,Credit Card,2,No
26.0,39.97,Two Year,DSL,No,Bank Transfer,1,No
54.0,55.91,Month-to-Month,No,No,Credit Card,1,Yes
28.0,78.81,One Year,Fiber Optic,No,Bank Transfer,2,Yes
13.0,15.49,Month-to-Month,Fiber Optic,Yes,Electronic Check,2,Yes
11.0,35.54,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
32.0,68.91,Month-to-Month,DSL,No,Electronic Check,2,Yes
32.0,67.55,One Year,DSL,No,Bank Transfer,3,Yes
22.0,76.33,One Year,Fiber Optic,Yes,Mailed Check,1,Yes
8.0,78.31,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,Yes
62.0,75.16,One Year,Fiber Optic,Yes,Credit Card,2,No
19.0,70.81,Month-to-Month,DSL,Yes,Credit Card,0,Yes
38.0,66.67,Month-to-Month,DSL,No,Credit Card,1,Yes
6.0,84.94,One Year,DSL,No,Credit Card,1,Yes
10.0,15.0,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,Yes
50.0,111.33,Month-to-Month,Fiber Optic,Yes,Bank Transfer,2,Yes
1.0,15.0,Month-to-Month,Fiber Optic,Yes,Electronic Check,3,Yes
17.0,32.63,One Year,No,No,Credit Card,1,No
16.0,58.2,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
33.0,85.18,Two Year,Fiber Optic,No,Bank Transfer,2,Yes
8.0,15.0,Month-to-Month,DSL,Yes,Credit Card,0,No
6.0,64.16,One Year,No,No,Bank Transfer,2,Yes
63.0,88.77,Month-to-Month,Fiber Optic,Yes,Mailed Check,3,Yes
20.0,94.84,Month-to-Month,DSL,Yes,Credit Card,4,Yes
3.0,44.08,One Year,Fiber Optic,Yes,Mailed Check,1,Yes
5.0,55.97,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
72.0,46.52,Month-to-Month,No,Yes,Mailed Check,1,No
5.0,53.22,Month-to-Month,No,No,Bank Transfer,2,Yes
23.0,34.05,Month-to-Month,Fiber Optic,No,Bank Transfer,1,Yes
13.0,38.32,Month-to-Month,Fiber Optic,Yes,Bank Transfer,3,Yes
52.0,78.03,One Year,DSL,Yes,Mailed Check,3,Yes
34.0,68.95,One Year,Fiber Optic,No,Electronic Check,0,No
22.0,79.75,Month-to-Month,Fiber Optic,No,Bank Transfer,0,Yes
0.0,71.42,Month-to-Month,Fiber Optic,No,Credit Card,1,Yes
